assignment_id,assignment_type,due_date,longevity,value
81411,Essay,106692.75,25.96,5
81412,Study for test,389459.06,4.14,4
81413,Lab report,211419.66,3.4,2
81414,Presentation,465108.81,15.84,4
81415,Essay,406253.58,6.01,3
81416,Essay,640327.17,14.99,2
81417,Project,791927.06,9.92,2
81418,Discussion post,808189.85,6.69,4
81419,Reading,421916.48,9.76,5
81420,Research paper,645952.7,11.2,5
81421,Essay,748135.09,17.88,2
81422,Presentation,863384.19,2.34,2
81423,Coding assignment,523140.89,9.65,5
81424,Lab report,693024.84,1.76,1
81425,Math problems,54857.01,9.98,2
81426,Presentation,111353.56,24.16,2
81427,Discussion post,118507.45,13.27,3
81428,Essay,328171.92,16.47,1
81429,Coding assignment,460027.96,4.18,3
81430,Math problems,13322.27,6.18,5
81431,Lab report,498839.94,21.46,4
81432,Coding assignment,522104.74,8.02,4
81433,Presentation,825930.49,16.86,2
81434,Project,651667.91,1.08,3
81435,Project,221527.37,3.13,1
81436,Research paper,412017.06,3.52,3
81437,Essay,432814.51,6.6,3
81438,Project,84718.28,5.74,2
81439,Coding assignment,88439.45,5.43,5
81440,Coding assignment,487456.1,7.44,4
81441,Reading,566663.93,16.15,2
81442,Presentation,662889.87,10.6,4
81443,Coding assignment,18756.28,7.02,5
81444,Study for test,567500.64,4.08,5
81445,Reading,432074.37,9.07,5
81446,Coding assignment,223837.92,10.14,2
81447,Discussion post,458431.83,12.4,2
81448,Presentation,420682.14,6.66,4
81449,Essay,487011.73,11.16,5
81450,Reading,608926.15,1.64,4
81451,Lab report,648099.68,8.4,2
81452,Essay,496529.72,7.37,2
81453,Study for test,436505.8,23.13,4
81454,Project,345561.9,3.47,5
81455,Essay,272798.34,8.58,5
81456,Coding assignment,770020.17,11.85,2
81457,Lab report,283930.93,11.69,2
81458,Project,549398.12,7.25,1
81459,Presentation,476915.32,5.3,5
81460,Lab report,587651.27,3.98,4
81461,Reading,762931.4,4.77,1
81462,Discussion post,550110.74,4.17,3
81463,Coding assignment,660154.92,12.29,4
81464,Presentation,715175.22,4.44,1
81465,Lab report,409461.14,7.03,2
81466,Research paper,546745.21,19.21,2
81467,Reading,697692.88,13.88,3
81468,Research paper,9286.96,6.2,4
81469,Essay,659856.27,1.3,4
81470,Study for test,598183.32,7.64,4
81471,Coding assignment,729017.04,3.15,2
81472,Discussion post,371689.14,10.43,2
81473,Discussion post,696372.15,19.0,4
81474,Research paper,353885.95,3.05,3
81475,Lab report,326403.15,19.94,2
81476,Research paper,650988.52,2.53,5
81477,Essay,834493.21,4.74,1
81478,Study for test,388675.71,6.99,5
81479,Discussion post,551984.06,6.14,3
81480,Project,404082.7,7.94,5
81481,Presentation,127852.62,7.69,5
81482,Study for test,259025.65,8.19,1
81483,Math problems,56860.0,17.88,4
81484,Discussion post,328260.17,14.16,3
81485,Project,540445.37,3.31,3
81486,Project,87557.25,3.4,3
81487,Essay,314446.6,8.97,5
81488,Coding assignment,783013.06,4.47,4
81489,Lab report,387324.44,1.43,1
81490,Research paper,12239.98,1.53,2
81491,Reading,171791.58,11.77,4
81492,Lab report,789109.29,19.78,4
81493,Essay,307468.0,2.43,4
81494,Math problems,56626.92,13.78,5
81495,Discussion post,493261.8,15.57,2
81496,Essay,481864.75,7.63,3
81497,Reading,429556.45,9.16,4
81498,Essay,606526.18,13.92,2
81499,Presentation,502723.11,8.84,2
81500,Presentation,514752.07,5.65,1
81501,Discussion post,472115.51,21.27,5
81502,Research paper,733192.81,2.95,1
81503,Essay,92582.73,6.56,3
81504,Essay,863010.13,8.52,3
81505,Project,661475.85,12.02,5
81506,Essay,549663.25,22.18,2
81507,Research paper,142006.21,3.69,2
81508,Coding assignment,478432.4,28.06,2
81509,Presentation,271614.79,1.8,2
81510,Math problems,188993.57,12.84,1
81511,Study for test,462515.51,3.03,5
81512,Lab report,68192.79,20.4,2
81513,Research paper,95668.4,19.83,3
81514,Project,483901.91,1.5,3
81515,Essay,106279.98,18.4,5
81516,Reading,688502.41,16.85,1
81517,Study for test,409869.42,11.45,3
81518,Discussion post,327552.4,5.58,5
81519,Research paper,735502.54,22.43,5
81520,Research paper,684002.05,1.05,4
81521,Research paper,847301.57,5.31,5
81522,Study for test,615425.46,11.75,2
81523,Reading,4721.66,2.32,5
81524,Research paper,632771.26,1.76,5
81525,Lab report,84017.36,8.82,4
81526,Lab report,40820.19,3.73,2
81527,Presentation,413263.4,11.75,2
81528,Math problems,402532.35,19.96,5
81529,Math problems,85262.13,9.28,5
81530,Presentation,611259.25,11.15,1
81531,Presentation,252930.47,22.86,1
81532,Lab report,852385.0,5.35,4
81533,Reading,809971.04,1.7,4
81534,Reading,104486.5,28.06,1
81535,Research paper,490706.0,18.62,4
81536,Lab report,686834.18,5.25,5
81537,Reading,650917.05,5.49,3
81538,Discussion post,86781.39,5.62,1
81539,Presentation,440214.47,15.55,3
81540,Discussion post,695966.37,6.52,5
81541,Essay,66542.36,3.29,5
81542,Project,722063.75,3.14,3
81543,Study for test,420607.09,3.69,4
81544,Math problems,678657.56,8.01,3
81545,Reading,437246.92,3.5,5
81546,Discussion post,424801.13,7.62,5
81547,Discussion post,258756.28,5.49,3
81548,Essay,640589.75,3.16,2
81549,Discussion post,31667.55,3.41,1
81550,Math problems,121446.69,1.87,4
81551,Reading,753282.67,3.81,2
81552,Study for test,788958.49,1.62,5
81553,Research paper,303159.21,4.61,2
81554,Lab report,100889.56,4.8,3
81555,Research paper,495353.99,14.24,4
81556,Study for test,327562.49,7.86,5
81557,Presentation,596582.84,10.02,4
81558,Coding assignment,871367.3,2.92,2
81559,Math problems,168691.89,17.99,5
81560,Study for test,724520.69,4.28,3
81561,Math problems,59039.82,1.75,3
81562,Lab report,6038.27,15.08,5
81563,Presentation,566130.09,2.07,1
81564,Study for test,288721.02,12.28,2
81565,Reading,769370.88,4.35,1
81566,Research paper,486481.42,11.31,5
81567,Discussion post,133845.5,7.88,3
81568,Essay,174765.32,1.03,3
81569,Project,291615.99,4.62,3
81570,Discussion post,529283.18,4.98,4
81571,Study for test,320234.42,13.56,5
81572,Essay,602255.7,15.78,4
81573,Essay,785888.08,6.88,3
81574,Reading,158087.85,8.51,1
81575,Presentation,557780.24,15.63,1
81576,Study for test,28783.27,1.07,1
81577,Discussion post,815722.25,11.12,2
81578,Study for test,438267.2,12.21,5
81579,Presentation,825042.24,3.7,1
81580,Reading,168619.35,19.66,2
81581,Presentation,655403.54,15.25,3
81582,Presentation,338001.13,23.93,5
81583,Discussion post,701789.16,9.15,5
81584,Study for test,752410.45,16.17,2
81585,Study for test,825693.25,10.87,1
81586,Lab report,277234.93,4.27,1
81587,Reading,365769.99,7.41,5
81588,Presentation,448947.15,14.03,5
81589,Research paper,630914.41,4.94,2
81590,Essay,345370.35,11.98,1
81591,Reading,562931.13,16.97,5
81592,Discussion post,17793.42,8.43,5
81593,Presentation,281750.46,5.3,3
81594,Discussion post,449047.19,4.01,4
81595,Study for test,550774.49,17.26,5
81596,Study for test,129117.06,15.31,4
81597,Study for test,410678.25,19.18,1
81598,Presentation,194158.5,5.06,2
81599,Study for test,751777.95,5.58,2
81600,Presentation,129191.36,22.47,3
81601,Project,426438.15,5.56,3
81602,Reading,568650.76,5.77,1
81603,Discussion post,788126.0,22.54,5
81604,Essay,188802.54,4.5,2
81605,Lab report,715227.99,5.61,2
81606,Discussion post,304641.62,3.67,3
81607,Study for test,690219.08,5.03,4
81608,Project,62477.22,16.0,5
81609,Study for test,127233.06,21.59,3
81610,Presentation,236752.66,14.55,4
81611,Reading,278475.89,9.03,5
81612,Essay,735812.59,8.0,2
81613,Research paper,725229.76,5.97,1
81614,Discussion post,830572.41,12.65,4
81615,Discussion post,849464.57,2.53,1
81616,Coding assignment,335962.27,18.73,3
81617,Study for test,629308.89,9.86,2
81618,Essay,688529.18,3.62,3
81619,Discussion post,850020.85,10.82,1
81620,Discussion post,234155.64,11.88,3
81621,Study for test,673335.85,5.02,5
81622,Coding assignment,539555.15,7.84,3
81623,Research paper,97107.74,7.19,1
81624,Coding assignment,294710.75,5.96,1
81625,Math problems,779029.0,5.57,5
81626,Project,272361.93,4.27,4
81627,Study for test,670935.43,2.61,4
81628,Project,415790.83,9.6,2
81629,Presentation,137679.13,14.22,4
81630,Study for test,77819.72,4.42,2
81631,Research paper,526287.12,11.31,4
81632,Study for test,850282.55,22.93,2
81633,Presentation,478491.27,10.35,3
81634,Study for test,301647.33,8.79,2
81635,Essay,41336.05,10.94,1
81636,Coding assignment,157116.26,21.74,1
81637,Discussion post,417985.36,3.5,4
81638,Discussion post,395065.61,1.89,5
81639,Presentation,468583.36,1.91,4
81640,Essay,663224.68,22.01,3
81641,Discussion post,19951.52,3.14,1
81642,Study for test,723662.47,7.0,3
81643,Discussion post,748716.1,16.56,2
81644,Coding assignment,100283.22,2.96,1
81645,Essay,252423.96,11.16,1
81646,Presentation,704002.33,8.81,3
81647,Study for test,174395.63,2.05,1
81648,Research paper,702374.19,9.28,2
81649,Project,278894.06,18.79,3
81650,Discussion post,150828.62,15.67,3
81651,Lab report,390245.07,28.28,4
81652,Lab report,744773.44,29.43,1
81653,Discussion post,726469.77,4.22,5
81654,Lab report,348710.68,4.88,4
81655,Reading,248344.45,4.11,2
81656,Study for test,369303.68,27.29,3
81657,Reading,744534.31,2.11,3
81658,Lab report,671945.04,11.01,3
81659,Essay,629218.83,17.04,3
81660,Study for test,815648.29,11.86,4
81661,Lab report,448236.05,2.17,1
81662,Study for test,307838.6,2.37,3
81663,Study for test,699697.61,5.19,1
81664,Essay,515579.75,1.14,2
81665,Lab report,507127.95,23.94,1
81666,Study for test,618616.36,9.69,5
81667,Presentation,503493.3,3.45,3
81668,Coding assignment,599992.25,8.37,1
81669,Research paper,851003.11,15.77,5
81670,Research paper,60765.27,18.49,3
81671,Reading,12581.11,1.2,2
81672,Presentation,667107.18,5.03,2
81673,Project,466529.01,5.58,4
81674,Reading,56513.21,15.79,2
81675,Project,117882.19,14.59,3
81676,Coding assignment,349907.78,17.97,2
81677,Project,868669.82,5.36,2
81678,Lab report,735850.66,14.02,2
81679,Math problems,10584.54,15.5,2
81680,Study for test,841033.46,7.16,5
81681,Presentation,697845.26,3.52,1
81682,Study for test,143153.73,2.69,4
81683,Math problems,48364.24,19.28,3
81684,Lab report,536790.78,12.62,5
81685,Study for test,654488.29,2.67,1
81686,Project,627911.22,3.63,3
81687,Coding assignment,336813.26,5.7,5
81688,Coding assignment,779680.26,10.32,1
81689,Essay,750411.93,10.96,2
81690,Math problems,256725.69,15.08,1
81691,Research paper,647809.7,20.46,5
81692,Lab report,77583.6,6.26,3
81693,Research paper,598908.65,2.19,1
81694,Reading,501186.03,3.1,3
81695,Essay,791683.01,22.37,3
81696,Essay,614680.13,11.34,4
81697,Discussion post,595527.34,4.67,1
81698,Lab report,197483.53,13.41,4
81699,Coding assignment,197730.75,7.07,5
81700,Discussion post,39487.06,28.07,3
81701,Discussion post,526330.74,3.65,1
81702,Coding assignment,268137.51,11.68,1
81703,Study for test,832224.65,15.97,4
81704,Study for test,594794.14,13.37,5
81705,Coding assignment,153960.7,23.59,4
81706,Research paper,802226.02,2.48,2
81707,Reading,122426.72,9.36,1
81708,Discussion post,716170.07,9.42,2
81709,Discussion post,376557.43,9.37,4
81710,Discussion post,762219.83,29.6,2
81711,Math problems,818161.53,10.71,1
81712,Math problems,505705.7,2.44,1
81713,Coding assignment,308766.88,2.57,5
81714,Essay,213147.76,3.04,5
81715,Essay,559412.92,17.0,1
81716,Research paper,654447.27,22.2,1
81717,Reading,540502.58,7.34,2
81718,Reading,750405.01,4.98,1
81719,Presentation,460966.72,8.04,1
81720,Study for test,324489.43,25.47,4
81721,Essay,520845.07,14.61,2
81722,Coding assignment,666708.31,9.91,3
81723,Presentation,393901.98,7.29,3
81724,Math problems,477934.82,5.95,1
81725,Discussion post,66083.42,4.95,5
81726,Study for test,131420.45,4.98,3
81727,Math problems,33747.6,15.48,1
81728,Essay,76354.39,5.93,4
81729,Lab report,425249.35,7.27,3
81730,Coding assignment,15349.9,8.59,3
81731,Presentation,148955.03,3.33,3
81732,Coding assignment,614907.8,11.14,5
81733,Lab report,71088.74,14.52,4
81734,Presentation,847345.6,6.27,1
81735,Math problems,575408.75,9.02,1
81736,Lab report,269954.24,4.78,4
81737,Project,456097.11,20.93,2
81738,Project,586329.49,27.94,3
81739,Project,638737.36,10.48,3
81740,Research paper,506742.91,5.82,1
81741,Research paper,80571.52,11.87,1
81742,Research paper,644282.06,20.04,5
81743,Project,204319.22,5.03,1
81744,Math problems,564298.64,4.01,3
81745,Coding assignment,581309.48,19.57,2
81746,Presentation,704808.12,27.63,4
81747,Project,652079.15,7.45,5
81748,Presentation,410510.83,4.57,1
81749,Discussion post,790661.3,5.86,5
81750,Discussion post,86025.29,16.95,1
81751,Reading,699990.54,23.38,4
81752,Project,667734.68,7.32,1
81753,Lab report,283680.69,17.64,1
81754,Presentation,447107.59,11.08,4
81755,Reading,611417.83,18.06,3
81756,Presentation,265864.96,14.04,4
81757,Research paper,463955.58,10.89,2
81758,Presentation,746858.76,12.08,5
81759,Lab report,97100.16,6.71,5
81760,Coding assignment,779575.23,5.83,3
81761,Coding assignment,816181.05,6.64,4
81762,Presentation,150022.54,17.85,4
81763,Essay,721728.96,12.39,1
81764,Study for test,864507.11,1.83,2
81765,Coding assignment,643849.11,2.94,1
81766,Math problems,237421.66,5.93,2
81767,Presentation,192344.3,3.66,5
81768,Essay,147484.59,7.12,4
81769,Project,544537.28,1.31,4
81770,Essay,501089.06,8.94,3
81771,Coding assignment,731520.87,5.87,3
81772,Coding assignment,761634.91,23.88,3
81773,Study for test,79063.52,9.12,5
81774,Presentation,764023.24,7.08,3
81775,Reading,845708.03,5.36,2
81776,Coding assignment,25446.77,10.82,1
81777,Lab report,73025.68,7.69,1
81778,Math problems,554764.47,21.34,5
81779,Study for test,671276.08,5.42,4
81780,Project,668995.91,2.15,2
81781,Discussion post,687678.36,11.42,5
81782,Reading,759935.51,7.14,1
81783,Project,787254.27,8.26,5
81784,Research paper,481223.4,5.21,5
81785,Research paper,177515.54,1.31,1
81786,Study for test,677117.47,3.15,3
81787,Research paper,76579.21,4.13,5
81788,Coding assignment,225220.99,8.24,2
81789,Essay,46452.23,4.44,5
81790,Reading,333691.7,1.02,4
81791,Lab report,55030.69,25.43,2
81792,Lab report,353057.62,25.12,2
81793,Lab report,433215.23,9.53,3
81794,Coding assignment,698282.11,12.97,5
81795,Coding assignment,296346.79,10.45,2
81796,Lab report,500714.11,12.17,1
81797,Presentation,417054.81,19.7,4
81798,Project,234521.97,7.35,3
81799,Coding assignment,390008.62,8.51,4
81800,Presentation,307772.45,17.45,3
81801,Project,477574.92,11.91,1
81802,Math problems,223397.36,11.48,1
81803,Math problems,706564.3,6.74,1
81804,Research paper,426782.12,5.05,2
81805,Research paper,468894.93,13.94,1
81806,Discussion post,474288.97,29.42,4
81807,Lab report,791951.79,2.1,4
81808,Study for test,380691.16,6.71,4
81809,Lab report,14693.0,8.01,1
81810,Project,426210.42,8.71,2
81811,Study for test,259190.07,17.7,1
81812,Lab report,825895.9,8.06,1
81813,Math problems,391805.21,15.4,3
81814,Lab report,602339.15,22.43,2
81815,Coding assignment,218206.44,7.52,1
81816,Coding assignment,178400.25,2.47,4
81817,Math problems,466511.48,11.79,1
81818,Coding assignment,601320.22,2.61,4
81819,Math problems,101101.5,5.02,5
81820,Lab report,367185.53,4.38,1
81821,Reading,265432.89,12.96,3
81822,Lab report,89289.86,4.73,3
81823,Reading,867766.55,6.26,1
81824,Study for test,606321.72,11.88,3
81825,Presentation,470900.15,16.86,1
81826,Project,109030.07,9.55,1
81827,Study for test,412511.1,13.6,5
81828,Study for test,158245.87,11.87,3
81829,Project,331790.84,16.97,3
81830,Coding assignment,356981.88,15.84,5
81831,Coding assignment,746078.09,3.22,4
81832,Research paper,434651.69,4.31,2
81833,Presentation,597310.59,21.53,1
81834,Essay,781700.97,4.87,1
81835,Discussion post,642333.77,3.15,3
81836,Math problems,166704.68,5.24,1
81837,Project,490186.41,13.81,5
81838,Reading,237504.33,7.9,4
81839,Coding assignment,70901.98,4.69,1
81840,Coding assignment,833221.28,1.24,4
81841,Research paper,796232.14,5.24,2
81842,Lab report,664090.69,23.63,3
81843,Essay,155767.53,15.05,2
81844,Project,555054.56,2.11,2
81845,Reading,169259.79,8.17,2
81846,Presentation,699056.68,3.31,3
81847,Coding assignment,123792.38,24.14,5
81848,Presentation,491257.72,11.12,3
81849,Research paper,377282.64,4.4,3
81850,Reading,612312.59,19.05,5
81851,Essay,554014.15,5.02,5
81852,Math problems,343949.53,12.37,2
81853,Coding assignment,321902.66,3.09,3
81854,Research paper,747538.9,26.97,1
81855,Research paper,279588.23,15.81,1
81856,Discussion post,302668.51,9.3,2
81857,Research paper,558373.57,1.39,5
81858,Essay,410846.09,11.54,5
81859,Study for test,321795.86,1.06,3
81860,Lab report,160609.91,2.84,5
81861,Reading,712842.89,5.37,2
81862,Research paper,488400.23,5.11,4
81863,Coding assignment,793740.33,29.14,5
81864,Study for test,788511.65,16.7,5
81865,Lab report,452628.36,3.46,2
81866,Presentation,823609.23,7.69,5
81867,Reading,124130.43,11.51,1
81868,Coding assignment,97551.72,4.44,1
81869,Study for test,54422.18,13.4,1
81870,Project,172331.02,15.04,2
81871,Discussion post,337803.13,23.82,5
81872,Study for test,849092.04,5.78,3
81873,Lab report,274628.86,4.62,5
81874,Math problems,442438.89,8.52,3
81875,Discussion post,572827.57,11.89,5
81876,Research paper,164316.77,5.23,2
81877,Project,677080.76,19.11,2
81878,Coding assignment,631876.28,18.29,3
81879,Essay,847290.28,3.22,3
81880,Reading,562174.42,11.17,2
81881,Reading,610554.3,3.0,5
81882,Reading,793375.41,12.16,2
81883,Research paper,538939.94,5.28,4
81884,Reading,46138.58,15.73,4
81885,Reading,544619.23,3.46,4
81886,Math problems,812590.99,22.33,1
81887,Essay,510021.81,5.59,5
81888,Study for test,575858.81,3.41,5
81889,Math problems,106994.3,16.96,1
81890,Discussion post,243307.5,11.59,3
81891,Presentation,730304.98,9.53,3
81892,Study for test,688263.26,10.85,3
81893,Study for test,611609.74,9.29,1
81894,Study for test,177885.08,6.83,2
81895,Presentation,346720.97,10.43,2
81896,Presentation,638817.85,5.78,1
81897,Research paper,737630.21,18.05,1
81898,Essay,135913.14,2.74,4
81899,Presentation,424975.55,5.96,4
81900,Coding assignment,531069.33,13.19,4
81901,Presentation,298186.54,15.91,3
81902,Lab report,812942.08,6.51,1
81903,Reading,123600.38,11.81,4
81904,Math problems,489174.51,19.7,5
81905,Study for test,174487.36,4.43,1
81906,Lab report,269924.02,5.64,4
81907,Project,726045.82,7.73,5
81908,Essay,38409.74,7.35,4
81909,Reading,842103.26,14.9,1
81910,Coding assignment,724756.47,14.67,1
81911,Math problems,176344.34,5.19,4
81912,Presentation,356850.72,19.38,3
81913,Research paper,113682.62,16.73,5
81914,Presentation,522395.99,15.21,1
81915,Math problems,803913.93,1.3,5
81916,Project,577434.13,5.4,5
81917,Discussion post,70121.88,8.23,3
81918,Essay,557285.95,18.39,1
81919,Math problems,171692.71,4.67,5
81920,Discussion post,484386.1,25.6,2
81921,Lab report,797030.92,2.04,1
81922,Presentation,541332.96,4.03,2
81923,Presentation,382691.41,16.2,3
81924,Study for test,787269.9,4.51,5
81925,Lab report,260764.35,5.91,5
81926,Research paper,345824.46,2.88,1
81927,Project,491597.84,5.92,1
81928,Presentation,91424.43,4.58,5
81929,Project,65804.46,15.55,1
81930,Coding assignment,782127.74,21.4,3
81931,Reading,259820.04,29.36,3
81932,Lab report,402601.89,2.81,3
81933,Math problems,463450.01,9.61,1
81934,Presentation,744771.49,2.01,1
81935,Presentation,478852.37,7.9,3
81936,Lab report,546482.66,7.82,1
81937,Reading,321334.66,7.69,5
81938,Essay,838341.33,3.22,2
81939,Reading,74991.02,12.06,5
81940,Project,161760.89,4.52,1
81941,Presentation,33279.03,7.51,3
81942,Presentation,332942.09,16.76,5
81943,Math problems,687970.92,3.15,2
81944,Lab report,20141.25,9.36,4
81945,Lab report,165853.57,9.86,1
81946,Research paper,440264.94,12.23,3
81947,Reading,487662.36,6.93,3
81948,Math problems,470692.8,9.31,1
81949,Presentation,4441.81,12.61,4
81950,Study for test,206277.89,27.29,2
81951,Discussion post,642339.48,3.2,2
81952,Essay,325753.03,21.82,4
81953,Reading,337295.07,11.35,1
81954,Presentation,13846.37,11.03,1
81955,Essay,695609.3,11.52,1
81956,Lab report,298211.89,2.8,5
81957,Project,736297.98,7.1,5
81958,Research paper,405162.12,6.37,5
81959,Lab report,688347.52,5.81,3
81960,Presentation,248348.97,9.48,4
81961,Math problems,631662.21,8.91,2
81962,Math problems,304457.25,8.0,4
81963,Presentation,25329.55,10.69,2
81964,Reading,352913.13,23.15,4
81965,Math problems,190005.61,3.27,2
81966,Project,351610.91,5.51,2
81967,Lab report,516774.68,4.12,2
81968,Study for test,202158.33,9.53,5
81969,Lab report,7149.12,28.58,4
81970,Presentation,315326.15,19.84,3
81971,Coding assignment,519151.3,1.55,5
81972,Coding assignment,362956.2,8.17,1
81973,Reading,63025.68,5.64,1
81974,Math problems,714562.68,3.3,2
81975,Reading,218272.63,6.13,1
81976,Presentation,774426.89,2.9,5
81977,Math problems,134374.57,14.3,3
81978,Math problems,173169.19,4.84,1
81979,Project,365479.53,20.44,4
81980,Math problems,821555.69,20.28,2
81981,Reading,484825.18,8.01,3
81982,Essay,605899.31,2.77,4
81983,Lab report,587917.44,6.39,3
81984,Project,261659.14,7.99,4
81985,Lab report,595582.68,5.13,2
81986,Essay,406056.05,5.26,4
81987,Reading,669849.0,2.92,5
81988,Reading,67598.22,19.99,4
81989,Presentation,413068.93,2.12,2
81990,Coding assignment,198917.35,6.43,2
81991,Presentation,471435.09,11.25,1
81992,Essay,686887.4,15.84,3
81993,Study for test,117738.34,7.75,4
81994,Presentation,711855.55,23.64,1
81995,Research paper,759627.81,9.08,3
81996,Math problems,543373.56,7.12,4
81997,Reading,844702.03,9.01,2
81998,Essay,311766.17,3.02,2
81999,Lab report,370835.91,17.71,3
82000,Presentation,872010.16,16.27,3
82001,Research paper,542257.14,7.05,3
82002,Presentation,70448.76,4.39,4
82003,Research paper,140191.41,18.48,5
82004,Coding assignment,219369.59,1.1,5
82005,Reading,73852.07,7.45,4
82006,Math problems,789710.74,1.45,4
82007,Reading,520570.58,5.66,5
82008,Math problems,109843.41,5.39,5
82009,Research paper,377336.79,9.94,1
82010,Lab report,783715.88,20.63,2
82011,Essay,402290.24,5.99,4
82012,Lab report,528731.24,13.48,1
82013,Project,194263.58,5.48,1
82014,Study for test,533303.79,4.81,5
82015,Reading,610099.0,25.9,5
82016,Reading,87797.87,14.61,1
82017,Discussion post,222455.53,14.82,3
82018,Project,793312.91,7.16,2
82019,Research paper,670145.26,10.95,4
82020,Presentation,143370.41,3.98,2
82021,Coding assignment,29101.91,4.4,3
82022,Research paper,671873.66,9.7,2
82023,Coding assignment,326692.87,9.35,2
82024,Math problems,230680.45,4.61,5
82025,Lab report,61028.64,17.31,3
82026,Discussion post,471022.86,15.59,2
82027,Research paper,776262.17,13.94,4
82028,Coding assignment,802955.75,10.43,4
82029,Presentation,500486.26,2.51,5
82030,Essay,141077.58,11.69,5
82031,Coding assignment,629316.68,12.97,2
82032,Math problems,155065.24,8.63,4
82033,Reading,36901.96,3.35,4
82034,Presentation,802458.04,11.67,3
82035,Study for test,275981.78,1.53,4
82036,Research paper,863999.4,4.91,5
82037,Lab report,123541.47,13.9,5
82038,Research paper,307449.69,16.86,3
82039,Discussion post,335810.17,24.56,2
82040,Presentation,131904.79,4.49,4
82041,Study for test,117660.08,19.29,2
82042,Coding assignment,850662.44,7.03,4
82043,Essay,223289.37,3.53,1
82044,Project,96640.76,11.02,2
82045,Presentation,100471.05,7.17,1
82046,Reading,311760.41,13.82,4
82047,Presentation,747535.78,1.33,1
82048,Coding assignment,745670.94,8.92,2
82049,Essay,177653.88,4.01,3
82050,Study for test,552874.46,10.96,1
82051,Essay,647045.84,1.9,4
82052,Project,868295.14,11.57,5
82053,Project,234187.59,17.44,5
82054,Presentation,658568.46,8.45,4
82055,Presentation,459103.51,7.28,3
82056,Discussion post,484795.76,1.16,2
82057,Essay,180097.3,9.97,2
82058,Research paper,45949.62,5.84,1
82059,Essay,205048.4,10.94,4
82060,Study for test,751538.05,17.03,2
82061,Coding assignment,359016.54,8.34,1
82062,Coding assignment,490282.7,25.11,1
82063,Research paper,798364.21,6.78,1
82064,Presentation,494736.25,29.46,3
82065,Math problems,187719.46,8.88,1
82066,Project,293889.45,3.05,3
82067,Discussion post,226396.5,5.59,5
82068,Research paper,67454.48,4.64,5
82069,Project,228186.52,5.44,3
82070,Essay,818741.41,8.55,4
82071,Lab report,424786.62,5.45,4
82072,Research paper,664000.13,10.56,3
82073,Reading,255400.44,8.95,1
82074,Reading,633631.5,14.39,5
82075,Study for test,755642.39,2.89,4
82076,Discussion post,137957.75,12.29,2
82077,Coding assignment,444174.51,11.7,1
82078,Coding assignment,314696.56,2.6,1
82079,Discussion post,792644.27,4.69,4
82080,Math problems,782626.21,4.43,4
82081,Project,537153.86,13.2,5
82082,Coding assignment,771144.99,16.06,4
82083,Coding assignment,225671.6,6.0,1
82084,Coding assignment,793421.26,2.32,1
82085,Math problems,644410.87,6.23,3
82086,Discussion post,162836.02,4.37,2
82087,Discussion post,850676.93,3.91,5
82088,Coding assignment,851818.81,7.19,3
82089,Math problems,384408.26,13.25,2
82090,Reading,626016.8,7.54,5
82091,Presentation,744627.37,8.58,4
82092,Essay,9094.74,12.31,4
82093,Project,12466.36,16.69,3
82094,Essay,743895.03,14.39,4
82095,Presentation,655994.04,22.69,5
82096,Reading,114363.35,11.01,5
82097,Lab report,607850.8,6.73,1
82098,Research paper,605677.87,3.58,3
82099,Study for test,33604.17,3.43,1
82100,Essay,85952.59,22.7,2
82101,Lab report,73499.22,21.89,3
82102,Essay,340408.53,21.79,5
82103,Essay,216437.85,5.21,5
82104,Math problems,687170.09,11.45,2
82105,Reading,852828.43,10.36,3
82106,Lab report,164470.3,16.98,3
82107,Lab report,729770.69,10.48,5
82108,Presentation,703626.33,24.02,5
82109,Essay,181965.23,28.8,5
82110,Math problems,458917.32,21.54,2
82111,Discussion post,30407.64,17.32,4
82112,Math problems,716076.45,9.88,5
82113,Project,44639.32,5.8,1
82114,Coding assignment,171647.81,4.01,2
82115,Project,75349.07,4.23,2
82116,Coding assignment,227150.64,3.08,4
82117,Lab report,41076.18,15.89,3
82118,Project,64847.9,18.9,4
82119,Math problems,554593.86,10.98,1
82120,Coding assignment,274812.22,2.56,5
82121,Essay,423230.01,7.03,3
82122,Reading,188666.17,29.24,1
82123,Lab report,191973.76,10.08,1
82124,Study for test,606834.87,3.0,1
82125,Math problems,179019.12,20.64,5
82126,Research paper,642703.91,2.79,1
82127,Lab report,207736.21,9.86,2
82128,Math problems,787387.7,4.31,3
82129,Math problems,11197.57,20.92,2
82130,Presentation,509727.39,4.21,5
82131,Reading,557699.77,17.72,1
82132,Math problems,141602.42,11.12,1
82133,Reading,256010.77,11.45,4
82134,Reading,611398.58,4.3,1
82135,Math problems,185223.17,2.02,2
82136,Project,166380.95,20.75,4
82137,Project,526892.14,9.76,5
82138,Math problems,462205.93,7.32,2
82139,Coding assignment,591618.46,18.93,3
82140,Research paper,695727.68,12.89,4
82141,Lab report,585414.89,8.44,5
82142,Reading,686977.83,22.08,3
82143,Math problems,290244.08,12.07,1
82144,Discussion post,1923.39,7.42,1
82145,Presentation,258036.45,9.29,1
82146,Lab report,449117.13,7.13,5
82147,Project,250932.81,12.36,4
82148,Presentation,42741.62,11.44,1
82149,Essay,798282.81,1.54,2
